,fold,model,DeepRank_GNN,nclash,fnat,fnonnat,lrmsd,irmsdbb,irmsdsc,distance,theta,seqid,classification,caseID,target,DeepRank,HADDOCK,iScore,ATOM20,ATOM40,GOAP,ATOM+GOAP,GNN_DOVE
104923,fold6,T37_902_conv,0.0259856004267931,8/47,0.0,1.0,50.407,19.2261,19.7916,49.7551,102.838,99.4,incorrect,T37,0,2.7253735065460205,-59.5135,0.134,0.0009,0.0003,0.3219,0.0171,0.0828
104924,fold6,T37_903_conv,0.1188791841268539,21/47,0.0,1.0,75.262,25.8467,26.0678,74.9717,128.1342,99.4,incorrect,T37,0,-5426.911865234375,2346.799315,4.922,0.0906,0.8361,0.1587,0.1113,0.1125
104925,fold6,T37_905_conv,0.0339775308966636,11/47,0.0204,0.9836,15.6355,6.2128,7.6116,13.8025,150.4653,99.4,incorrect,T37,0,2.693460464477539,-135.27651,-0.391,0.3414,0.0021,0.0449,0.6586,0.1913
104926,fold6,T37_906_conv,0.0176248122006654,19/47,0.0,1.0,33.5265,11.7573,12.1245,32.8485,124.507,99.4,incorrect,T37,0,2.803152561187744,-0.58591,0.177,0.0009,0.0073,0.0024,0.4365,0.1284
104927,fold6,T37_908_conv,0.0996000617742538,6/47,0.0,1.0,40.8274,18.0211,18.616,40.3182,114.1215,99.4,incorrect,T37,0,2.5591349601745605,-36.72294,-0.309,0.0132,0.0001,0.1024,0.1185,0.2409
104928,fold6,T37_909_conv,0.0097469668835401,18/47,0.0,1.0,48.854,16.5619,17.0082,47.7935,168.7844,97.5,incorrect,T37,0,-1.8267282247543333,-62.2756,6.602,0.0047,0.0,0.0347,0.1114,0.0642
104929,fold6,T37_90_conv,0.2928962707519531,45/47,0.0816,0.9535,29.3086,10.8914,10.867,27.5539,158.2066,99.4,incorrect,T37,0,-2288111.3125,3035.17562,5.207000000000002,0.0321,0.0001,0.2357,0.0038,0.4946
104930,fold6,T37_910_conv,0.0143849169835448,0/47,0.0,1.0,50.9603,21.4813,21.8801,50.0525,126.7724,99.4,incorrect,T37,0,-3.3615139722824097,-14.275504000000002,-0.3,0.0284,0.0007,0.0233,0.069,0.2603
104931,fold6,T37_911_conv,0.0106518808752298,55/47,0.0,1.0,33.5878,11.8465,12.5366,33.4194,37.6136,99.4,"clashes,incorrect",T37,0,17357.35107421875,1506.1319,3.088,0.0049,0.025,0.0245,0.1603,0.0845
104932,fold6,T37_912_conv,0.3128329813480377,25/47,0.0204,0.9851,12.5601,4.7631,4.8191,12.211,32.5104,99.4,incorrect,T37,0,0.2569806575775146,531.9496,0.669,0.1066,0.1699,0.4924,0.0626,0.3247
104933,fold6,T37_918_conv,0.2276430875062942,51/47,0.0816,0.913,28.4404,9.4908,9.5353,27.1228,106.6139,99.4,"clashes,incorrect",T37,0,-1942.8560791015625,5724.771997999998,8.963,0.0054,0.4213,0.3069,0.0805,0.5405
104934,fold6,T37_91_conv,0.1106728762388229,7/47,0.0,1.0,44.0104,15.4031,15.7511,43.3458,97.912,97.5,incorrect,T37,0,2.2423728704452515,-32.64293,1.155,0.0,0.0,0.0005,0.0058,0.7061
104935,fold6,T37_921_conv,0.2890836298465729,24/47,0.1633,0.8644,26.1731,8.4533,8.3928,25.125,88.96799999999999,99.4,incorrect,T37,0,-49047.16796875,1441.74603,2.369,0.0005,0.0022,0.0013,0.0087,0.7179
104936,fold6,T37_922_conv,0.0298700556159019,13/47,0.0,1.0,39.5293,13.6079,14.5925,38.2077,134.7635,99.4,incorrect,T37,0,4.697951316833496,-166.18662,-0.578,0.0024,0.0163,0.5938,0.7792,0.0959
104937,fold6,T37_923_conv,0.0052935555577278,14/47,0.0,1.0,75.7526,24.4578,24.9347,75.1888,116.6827,99.4,incorrect,T37,0,-102.96752166748048,961.92004,2.895,0.0123,0.0,0.0001,0.1304,0.0957
104938,fold6,T37_924_conv,0.0355715453624725,51/47,0.0816,0.9444,19.1293,7.8427,8.1873,18.3283,50.6989,99.4,"clashes,incorrect",T37,0,1.6718682646751404,-29.880792,0.231,0.0002,0.0002,0.4989,0.9392,0.7296
104939,fold6,T37_925_conv,0.3057118356227875,60/47,0.0,1.0,18.7061,7.1715,7.9003,15.6956,122.1616,99.4,"clashes,incorrect",T37,0,-1485192.6875,4114.36143,6.593999999999999,0.0531,0.7677,0.3308,0.55,0.2057
104940,fold6,T37_926_conv,0.0470349378883838,31/47,0.0,1.0,76.8483,26.8731,27.0495,76.5359,141.481,99.4,incorrect,T37,0,-21859.416015625,4751.260286,9.219,0.1036,0.0693,0.1153,0.4719,0.2013
104941,fold6,T37_927_conv,-0.0024382248520851,1/47,0.0,1.0,50.7936,20.7738,21.1471,50.4679,88.209,99.4,incorrect,T37,0,-7.055221557617188,-3.36051,5.607,0.037,0.0015,0.0061,0.127,0.2969
104942,fold6,T37_928_conv,0.0091161075979471,17/47,0.0,1.0,53.0363,19.4593,19.6201,51.8283,162.1916,99.4,incorrect,T37,0,2.190848469734192,-31.862540000000006,0.244,0.0005,0.0779,0.0653,0.416,0.0945
104943,fold6,T37_929_conv,0.3258058130741119,57/47,0.2245,0.8167,7.407,3.1894,3.8163,4.5654,63.8464,99.4,"clashes,acceptable",T37,1,-14051.802490234377,9308.97483,15.429,0.0338,0.0039,0.4018,0.2499,0.4681
104944,fold6,T37_92_conv,0.1275138556957245,24/47,0.0,1.0,20.0763,8.2208,8.532,17.4957,145.7117,99.4,incorrect,T37,0,2.3521053791046143,92.12284,0.135,0.0052,0.1126,0.1635,0.3523,0.1125
104945,fold6,T37_930_conv,0.0238374825567007,42/47,0.0204,0.98,36.853,13.5934,13.4455,35.6956,177.0702,99.4,incorrect,T37,0,-614959.609375,3700.06508,6.154,0.0674,0.0607,0.2292,0.4805,0.1903
104946,fold6,T37_931_conv,0.1496672183275222,53/47,0.5918,0.5323,3.7352,1.2091,1.9453,3.4841,14.8434,99.4,"clashes,medium",T37,1,1213.8433227539062,2847.9248,4.043,0.0324,0.528,0.1555,0.075,0.6935
104947,fold6,T37_932_conv,0.0230298731476068,73/47,0.0,1.0,32.8662,12.0672,13.0815,30.5757,171.1814,99.4,"clashes,incorrect",T37,0,-863356224.0,13010.09386,22.882,0.2777,0.9168,0.2118,0.1602,0.0492
104948,fold6,T37_934_conv,0.0109089780598878,53/47,0.0,1.0,35.9165,10.6775,11.5096,34.813,118.8205,99.4,"clashes,incorrect",T37,0,9575.12109375,10580.7533,19.243,0.0231,0.0001,0.0024,0.1302,0.1682
104949,fold6,T37_935_conv,0.3867733776569367,16/47,0.0408,0.9583,30.2159,9.993,9.8575,29.5452,108.6478,99.4,incorrect,T37,0,-359.7721862792969,649.79322,0.655,0.0361,0.1262,0.4024,0.0412,0.0736
104950,fold6,T37_936_conv,0.2653954327106476,43/47,0.0,1.0,48.5176,16.167,16.2534,48.322,73.0597,99.4,incorrect,T37,0,-4920591.0,3518.30958,5.473,0.0547,0.3819,0.0463,0.1613,0.0889
104951,fold6,T37_937_conv,0.0871532708406448,27/47,0.0,1.0,14.8832,6.5351,7.297999999999999,11.8224,154.7155,99.4,incorrect,T37,0,-0.0159223079681396,256.37752,-0.215,0.0396,0.0381,0.0539,0.1156,0.1993
104952,fold6,T37_939_conv,0.0057718083262443,47/47,0.0,1.0,73.8802,24.7817,24.9805,73.4782,137.9792,99.4,incorrect,T37,0,-51.64739418029785,1567.415452,2.46,0.0029,0.0,0.0,0.1969999999999999,0.0823
104953,fold6,T37_93_conv,0.0421991199254989,77/47,0.0,1.0,38.3143,13.3252,14.3672,36.9318,156.9774,99.4,"clashes,incorrect",T37,0,135279.6171875,10805.40938,19.892,0.0069999999999999,0.0999,0.0928,0.6752,0.1191
104954,fold6,T37_940_conv,0.0063475146889686,71/47,0.0,1.0,41.529,14.0562,14.2433,40.0395,177.5252,99.4,"clashes,incorrect",T37,0,5752585.75,4706.2586,13.669,0.0307,0.0027,0.0529,0.125,0.1271
104955,fold6,T37_941_conv,0.6706799268722534,36/47,0.0,1.0,27.2208,11.1174,11.0483,26.6395,64.6424,99.4,incorrect,T37,0,-377.71203804016113,1703.5854920000004,2.504,0.0515,0.2049,0.049,0.0071,0.1917
104956,fold6,T37_943_conv,0.4304488301277161,54/47,0.0612,0.9388,31.1865,11.6545,11.5623,29.4111,168.884,99.4,"clashes,incorrect",T37,0,-52.19772338867188,3156.64798,4.852,0.3183,0.0025,0.0746,0.1027,0.2204
104957,fold6,T37_944_conv,0.0202543698251247,67/47,0.0408,0.9583,12.6322,5.3675,7.0488,10.4005,142.7121,99.4,"clashes,incorrect",T37,0,-187815854080.0,10350.74942,18.012,0.0557,0.0003,0.4035,0.0584,0.099
104958,fold6,T37_945_conv,0.0319278314709663,17/47,0.0408,0.9636,36.7773,11.4848,11.515999999999998,35.8682,131.5167,99.4,incorrect,T37,0,3.19297468662262,46.98375,0.339,0.0046,0.0002,0.0115,0.1006,0.1075
104959,fold6,T37_946_conv,0.4894498884677887,81/47,0.3673,0.7231,4.4058,1.7423,2.266,3.889,30.7521,99.4,"clashes,medium",T37,1,-144542.93359375,9023.5495,14.889,0.0004,0.0001,0.3544,0.1386,0.1721
104960,fold6,T37_947_conv,-0.0220424868166446,4/47,0.0,1.0,46.896,20.4383,20.058,45.9266,115.1316,99.4,incorrect,T37,0,2.0719919204711914,-53.492612,-0.4270000000000001,0.0093,0.0,0.2739,0.2483,0.0973
104961,fold6,T37_949_conv,0.0419121459126472,8/47,0.0204,0.9783,23.8398,9.4054,10.022,21.9085,161.9455,99.4,incorrect,T37,0,2.926395893096924,-32.311128000000004,-0.624,0.04,0.0186,0.0223,0.1212,0.2198
104962,fold6,T37_94_conv,0.0178103186190128,8/47,0.0,1.0,43.2099,12.901,14.1642,41.7516,166.8649,97.5,incorrect,T37,0,-2.263000726699829,-66.71462,2.187,0.0006,0.0002,0.0034,0.0011,0.35
104963,fold6,T37_950_conv,0.4361309111118317,4/47,0.0,1.0,37.0352,13.9799,14.139,35.5179,147.6384,99.4,incorrect,T37,0,2.9488272666931152,-59.10654,-0.5379999999999999,0.0365,0.0068,0.0593,0.0832,0.0829
104964,fold6,T37_951_conv,0.0124126840382814,22/47,0.0,1.0,62.1968,18.888,19.3757,61.1935,146.024,99.4,incorrect,T37,0,2.1637656688690186,310.14534,1.305,0.0001,0.0039,0.0425,0.0215,0.2216
104965,fold6,T37_952_conv,0.2926492989063263,47/47,0.0,1.0,22.4098,8.2444,9.145,19.7571,139.8657,99.4,incorrect,T37,0,-26645147.0,4596.37256,7.856,0.0073,0.0766,0.098,0.0243,0.1171
104966,fold6,T37_953_conv,0.1439964175224304,117/47,0.0,1.0,27.562,10.7991,11.0159,26.3012,104.2234,99.4,"clashes,incorrect",T37,0,2.4457911252975464,34.10784,0.924,0.1658,0.0001,0.0671,0.0712,0.0727
104967,fold6,T37_954_conv,0.0691907256841659,45/47,0.0,1.0,76.6838,26.8138,27.0155,76.3801,141.3234,99.4,incorrect,T37,0,-0.7697895765304565,1.846836,0.865,0.1022,0.0054,0.1431,0.6985,0.2163
104968,fold6,T37_955_conv,0.5066264271736145,62/47,0.0816,0.9245,36.8511,13.4389,13.383,35.5378,154.8622,99.4,"clashes,incorrect",T37,0,10843.921875,10719.8095,18.147,0.0133,0.0059,0.4576,0.1754,0.4283
104969,fold6,T37_956_conv,0.0171508267521858,26/47,0.0,1.0,33.77,12.2045,12.5538,32.4112,118.0389,97.5,incorrect,T37,0,3.629901766777039,-11.502847,-0.415,0.005,0.0297,0.4877,0.0393,0.1227
104970,fold6,T37_958_conv,0.613054633140564,3/47,0.0612,0.9268,32.8345,11.9309,12.1276,31.6184,165.0606,99.4,incorrect,T37,0,1.2694640159606934,-51.6644,-0.039,0.1682,0.0041,0.0238,0.0167,0.1787
104971,fold6,T37_959_conv,0.0240294281393289,19/47,0.0,1.0,25.0424,8.7926,9.4905,22.6013,159.8451,99.4,incorrect,T37,0,2.6919145584106445,-22.97139,-0.447,0.0563,0.0834,0.2045,0.0437,0.0934
104972,fold6,T37_95_conv,0.0173715017735958,2/47,0.0,1.0,34.2308,15.3838,15.8081,32.9813,130.3735,99.4,incorrect,T37,0,-5.32226824760437,-23.81575,1.663,0.02,0.4299,0.0335,0.0689,0.1586
104973,fold6,T37_960_conv,0.0326827317476272,6/47,0.3469,0.6222,5.0274,2.2776,3.0504,3.3455,28.3264,99.4,acceptable,T37,1,1.8665050268173216,-104.62719,0.333,0.003,0.0001,0.1233,0.4618,0.1378
104974,fold6,T37_961_conv,0.134658083319664,59/47,0.4694,0.623,8.7979,3.0175,3.1713,8.0995,37.8307,99.4,"clashes,acceptable",T37,1,-24.283605575561523,3023.21391,4.968999999999999,0.0012,0.0155,0.0745,0.0603,0.6191
104975,fold6,T37_962_conv,0.0184013769030571,29/47,0.0,1.0,39.4118,13.0463,14.2259,38.2066,140.1384,99.4,incorrect,T37,0,-3.458098888397217,511.48414,1.27,0.0167,0.0047,0.2903,0.2433,0.454
104976,fold6,T37_963_conv,0.2216311246156692,6/47,0.0,1.0,52.2601,19.5009,19.2809,51.0519,177.7715,99.4,incorrect,T37,0,0.3763778209686279,-48.03164,0.334,0.669,0.0136,0.0694,0.0166,0.1623
104977,fold6,T37_965_conv,0.3675814270973205,22/47,0.0408,0.9623,35.228,12.8545,12.6082,34.007,154.9845,99.4,incorrect,T37,0,-6.6540186405181885,272.98475,-0.116,0.0175,0.0421,0.2784,0.5064,0.1232
104978,fold6,T37_966_conv,0.0589148215949535,80/47,0.0,1.0,34.9847,11.9119,12.6493,32.6969,178.7451,99.4,"clashes,incorrect",T37,0,-7008273.625,11129.55028,19.035,0.0299,0.0357,0.0543,0.2432,0.0612
104979,fold6,T37_967_conv,0.0191237367689609,19/47,0.0,1.0,65.6861,23.9712,24.7839,65.0922,136.5117,97.5,incorrect,T37,0,-4.070670127868652,-28.66218,5.218999999999999,0.0014,0.0003,0.0003,0.0011,0.1717
104980,fold6,T37_968_conv,0.670988917350769,62/47,0.0,1.0,24.9196,9.9424,10.2444,23.9697,86.6008,99.4,"clashes,incorrect",T37,0,-4272.908264160156,2799.0594,4.082,0.0048,0.0019,0.2675,0.0139999999999999,0.196
104981,fold6,T37_969_conv,0.0140867279842495,4/47,0.0,1.0,39.4719,14.5231,14.8961,38.6025,169.055,99.4,incorrect,T37,0,-1.7003092765808103,-96.02771,1.863,0.0002,0.0002,0.0006,0.0711,0.1677
104982,fold6,T37_96_conv,0.4402638375759125,64/47,0.0408,0.9718,31.1948,11.5572,11.5342,29.6378,151.1647,99.4,"clashes,incorrect",T37,0,153655.4921875,5738.72306,9.927,0.0433,0.0197,0.2116,0.1215,0.1182
104983,fold6,T37_970_conv,0.3730845749378204,34/47,0.0816,0.9355,24.7188,9.1996,9.2172,23.0203,133.0098,99.4,incorrect,T37,0,-1.084214448928833,247.26848,0.642,0.0335,0.0596,0.1571,0.0088,0.1226
104984,fold6,T37_971_conv,0.2014687210321426,58/47,0.0408,0.9592,45.43600000000001,15.7288,15.5268,44.0182,167.8566,99.4,"clashes,incorrect",T37,0,-1.9031848907470703,761.34703,1.524,0.0361,0.001,0.0159,0.0609,0.1278
104985,fold6,T37_972_conv,0.0120851080864667,4/47,0.0,1.0,51.5342,15.4788,16.5199,50.4151,166.3156,99.4,incorrect,T37,0,1.2870866060256958,-62.77146,0.4270000000000001,0.0653,0.0,0.142,0.1867,0.1289
104986,fold6,T37_973_conv,0.0239567440003156,13/47,0.0,1.0,33.3897,11.8594,12.6126,32.0481,120.2559,99.4,incorrect,T37,0,3.4914880990982056,-147.92744,-1.062,0.1369999999999999,0.0442,0.304,0.6193,0.1436
104987,fold6,T37_975_conv,0.5417083501815796,20/47,0.0,1.0,26.8186,11.2555,11.1188,25.5945,99.3973,99.4,incorrect,T37,0,-436.93338775634766,1329.22982,2.021,0.5547,0.0038,0.7098,0.3309,0.1239
104988,fold6,T37_976_conv,0.4055435955524445,75/47,0.4694,0.6406,2.7705,1.164,1.8999,2.2733,23.7144,99.4,"clashes,medium",T37,1,-404751.953125,12640.1518,21.068,0.0065,0.0017,0.282,0.0725,0.195
104989,fold6,T37_978_conv,0.3605568408966065,64/47,0.0,1.0,36.3793,13.0001,12.998,34.6741,158.2793,99.4,"clashes,incorrect",T37,0,-44.52598571777344,4761.65206,7.74,0.1154,0.1034,0.1182,0.0666,0.1107
104990,fold6,T37_979_conv,0.1594821363687515,15/47,0.0408,0.9615,8.9456,4.1803,5.7569,5.4027,176.77200000000002,99.4,incorrect,T37,0,3.3019802570343018,-154.78456,-0.294,0.0103,0.0015,0.0474,0.6653,0.231
104991,fold6,T37_97_conv,0.3268785774707794,30/47,0.6531,0.4754,5.0474,1.5529,2.1095,4.6739,19.7127,99.4,medium,T37,1,-299.1098251342773,5242.7279,8.578,0.0484,0.0289,0.1118,0.0819,0.4115
104992,fold6,T37_980_conv,0.4926927983760834,25/47,0.0,1.0,29.3229,9.7048,10.2537,27.3665,178.1863,99.4,"low_id,incorrect",T37,0,3.112372875213623,108.31368,-0.5720000000000001,0.3868,0.0379,0.4493,0.1764,0.231
104993,fold6,T37_981_conv,0.1759533286094665,35/47,0.102,0.9091,19.6286,8.0063,8.8255,17.1597,111.9468,99.4,incorrect,T37,0,3.66080093383789,-57.6199,-0.708,0.0066,0.0126,0.0795,0.8181,0.1538
104994,fold6,T37_982_conv,0.1535794734954834,29/47,0.0,1.0,26.5791,10.0676,10.8641,24.1977,154.4296,99.4,incorrect,T37,0,-3.0065523386001587,212.3218,0.451,0.0481,0.3752,0.1209,0.1172,0.1047
104995,fold6,T37_984_conv,0.0190567690879106,6/47,0.0,1.0,43.1533,13.2092,14.5009,41.8747,148.5155,99.4,incorrect,T37,0,1.1394644081592558,-123.53082,0.124,0.0276,0.0002,0.3621,0.0388,0.0992
104996,fold6,T37_985_conv,0.497645765542984,24/47,0.0612,0.9375,41.3451,14.8334,14.8986,40.5808,135.6337,99.4,incorrect,T37,0,-17803.251953125,1371.30956,2.092,0.0009,0.0014,0.0778,0.0564,0.1064
104997,fold6,T37_987_conv,0.0167607218027114,41/47,0.0,1.0,61.1378,18.9171,19.2304,60.758,162.2461,99.4,incorrect,T37,0,-33.27271604537964,2351.63477,4.481,0.0002,0.0,0.0409,0.1332,0.0998
104998,fold6,T37_988_conv,0.3734762370586395,21/47,0.0612,0.9302,31.2251,11.8547,11.7617,29.5497,159.4781,99.4,incorrect,T37,0,1.4444764852523804,34.22724,-0.608,0.0317,0.4892,0.1188,0.8176,0.2134
104999,fold6,T37_98_conv,0.0835107117891311,57/47,0.0,1.0,55.3816,17.4843,17.6997,54.9598,137.9693,99.4,"clashes,incorrect",T37,0,2.602210998535156,-52.51095,0.773,0.2601,0.0,0.0151,0.3944,0.2282
105000,fold6,T37_991_conv,0.0087864976376295,4/47,0.0,1.0,43.461000000000006,13.2909,14.5599,42.1782,153.1005,99.4,incorrect,T37,0,-0.2872336506843567,-93.39498,0.443,0.0404,0.0032,0.105,0.0066,0.2409
105001,fold6,T37_992_conv,0.0222395379096269,29/47,0.0,1.0,23.1581,8.2199,9.4454,21.0154,129.2906,99.4,incorrect,T37,0,1.4263302087783811,-46.31206,0.1669999999999999,0.0282,0.0,0.2743,0.1633,0.1887
105002,fold6,T37_993_conv,0.3087832629680633,51/47,0.0,1.0,43.8206,15.2074,15.5621,42.6005,131.335,99.4,"clashes,incorrect",T37,0,3.456961512565613,-39.707696,0.149,0.0161,0.0054,0.3392,0.4614,0.5167
105003,fold6,T37_994_conv,0.0136574022471904,64/47,0.0,1.0,75.4386,24.3883,24.834,75.06,105.2391,99.4,"clashes,incorrect",T37,0,-3.933572769165039,581.64052,1.497,0.0175,0.0002,0.0215,0.143,0.096
105004,fold6,T37_995_conv,0.2245242595672607,16/47,0.1837,0.8333,16.9223,6.138,6.5143,15.2642,84.7946,99.4,incorrect,T37,0,2.357836961746216,-31.01714,-0.204,0.1559,0.0235,0.1662,0.045,0.1811
105005,fold6,T37_997_conv,0.0186330936849117,29/47,0.0,1.0,77.4007,25.5704,25.8745,77.0586,114.1869,99.4,incorrect,T37,0,-1374.1822509765625,5383.86806,9.553,0.0015,0.0041,0.0025,0.1961,0.0736
105006,fold6,T37_998_conv,0.274468719959259,19/47,0.0,1.0,33.5218,12.1304,12.2137,31.5742,159.7558,99.4,incorrect,T37,0,2.0489323139190674,-19.88295,-0.338,0.2553,0.003,0.1162,0.0123,0.1623
105007,fold6,T37_999_conv,0.3458907306194305,13/47,0.0612,0.9333,41.2297,14.7439,14.7065,40.0819,173.1976,99.4,incorrect,T37,0,-9.693307399749756,323.6982,0.462,0.2361,0.0001,0.6688,0.1543,0.1605
105008,fold6,T37_99_conv,0.0077531971037387,27/47,0.0,1.0,75.0025,25.6679,25.7203,74.3927,167.3834,99.4,incorrect,T37,0,-15.799904346466064,832.98781,0.643,0.003,0.0,0.0002,0.0391,0.0559
105009,fold6,T37_9_conv,0.0071115456521511,34/47,0.0,1.0,41.3502,13.5693,14.3114,39.6783,159.6951,99.4,incorrect,T37,0,-689.1213684082031,4169.16948,7.1720000000000015,0.0154,0.0084,0.1117,0.0465,0.0731
105010,fold6,T39_0_conv,0.349580317735672,11/75,0.0,1.0,56.4296,24.085,24.3241,52.3483,150.412,95.8,incorrect,T39,0,3.15293288230896,-95.4633,-0.6809999999999999,0.3412,0.0166,0.0089,0.072,0.1906
105011,fold6,T39_1000_conv,0.0150313153862953,24/75,0.0,1.0,54.0044,20.415,20.1013,49.9659,176.9761,95.8,incorrect,T39,0,0.9070217609405518,76.83358,0.289,0.0103,0.0,0.0391,0.0859,0.0952
105012,fold6,T39_1001_conv,0.01590390317142,32/75,0.0,1.0,53.481,22.1719,22.785,51.5427,98.4445,95.8,incorrect,T39,0,1.5993597507476809,103.17714,1.207,0.046,0.0002,0.0977,0.4767,0.1107
105013,fold6,T39_1002_conv,0.0116952061653137,3/75,0.0784,0.9344,25.4134,14.9265,14.2744,14.6784,170.9393,95.8,incorrect,T39,0,2.5362614393234253,-93.34576,-0.404,0.3322,0.0035,0.0364,0.1169999999999999,0.0658
105014,fold6,T39_1003_conv,0.4684713780879974,4/75,0.0,1.0,56.7398,19.0128,19.4164,54.3507,113.246,95.8,incorrect,T39,0,3.0831665992736816,-119.96604,-0.441,0.0033,0.0001,0.021,0.1583,0.0685
105015,fold6,T39_1004_conv,0.0191146023571491,36/75,0.0,1.0,57.1837,20.6584,20.9308,54.168,116.3851,95.8,incorrect,T39,0,0.5851831436157227,106.933641,-0.388,0.0114,0.0001,0.0022,0.0834,0.3429
105016,fold6,T39_1005_conv,0.0138034978881478,20/75,0.0196,0.9873,22.3916,9.4332,9.4968,18.7703,81.2909,95.8,incorrect,T39,0,-1.6755947470664978,264.0697,0.612,0.0107,0.0017,0.0485,0.6485,0.0625
105017,fold6,T39_1006_conv,0.0340596735477447,5/75,0.0,1.0,64.9131,25.4343,25.7068,61.4553,170.1349,97.8,incorrect,T39,0,0.4902462661266327,-49.41016,0.083,0.0042,0.0001,0.0425,0.4906,0.2023
105018,fold6,T39_1007_conv,0.0563356801867485,8/75,0.0,1.0,65.324,26.0393,26.7472,62.6001,139.0503,97.8,incorrect,T39,0,-2.931821346282959,-77.80754,0.836,0.0019,0.0,0.0787,0.2394,0.1062
105019,fold6,T39_1009_conv,0.0180821884423494,26/75,0.0,1.0,54.4514,18.7115,19.1894,51.6161,117.2446,95.8,incorrect,T39,0,-5.076939076185226,732.0591360000002,1.632,0.0047,0.004,0.4892,0.0929,0.0405
105020,fold6,T39_100_conv,0.2989161312580109,86/75,0.0,1.0,51.2077,17.2572,17.6331,47.8777,127.9114,95.8,"clashes,incorrect",T39,0,-68236.30078125,7497.28214,14.146,0.0139999999999999,0.0077,0.0311,0.4216,0.0625
105021,fold6,T39_1010_conv,0.0144218783825635,34/75,0.0,1.0,26.0721,10.427,10.7639,17.0523,137.4607,96.1,incorrect,T39,0,1.5436244010925293,368.56681,1.921,0.0043,0.0606,0.0021,0.009,0.1114
105022,fold6,T39_1011_conv,0.0155350398272275,44/75,0.0,1.0,59.5662,21.3344,21.5904,55.8342,162.3795,95.8,incorrect,T39,0,-548.3441619873047,1053.7917,2.595,0.0063,0.1658,0.1504,0.1303,0.6513
105023,fold6,T39_1012_conv,0.006899794563651,63/75,0.0,1.0,31.4857,14.9589,15.1787,24.2771,161.0262,95.8,incorrect,T39,0,-2.755929470062256,866.1962900000002,2.196,0.001,0.0221,0.0473,0.0207,0.0776
105024,fold6,T39_1013_conv,0.3618648946285248,78/75,0.0,1.0,45.0602,16.164,16.0465,41.1351,124.8885,95.8,"clashes,incorrect",T39,0,-3265.051086425781,11549.76724,23.074,0.0055,0.4024,0.003,0.4584,0.0826
105025,fold6,T39_1014_conv,0.4656844139099121,4/75,0.0,1.0,57.445,18.9377,19.4762,55.1667,111.1552,95.8,incorrect,T39,0,3.2945244312286377,-99.1324,-0.535,0.0077,0.0002,0.0354,0.551,0.0875
105026,fold6,T39_1015_conv,0.175949677824974,77/75,0.0,1.0,55.8467,19.5649,19.629,52.0383,153.8784,95.8,"clashes,incorrect",T39,0,2613.41650390625,6131.1897,11.448,0.0139,0.0568,0.001,0.1278,0.0794
105027,fold6,T39_1016_conv,0.4207111895084381,6/75,0.0,1.0,43.6593,19.2193,19.151,38.3094,155.9335,97.8,incorrect,T39,0,1.8048784732818604,-61.51791,-0.621,0.0527,0.0008,0.0303,0.1688,0.1354
105028,fold6,T39_1017_conv,0.0149045251309871,33/75,0.0,1.0,65.4413,27.0205,27.0308,63.3587,101.9614,95.8,incorrect,T39,0,-7.199533939361572,254.72644,1.319,0.0026,0.0,0.2693,0.4198,0.1861
105029,fold6,T39_1018_conv,0.3010924756526947,38/75,0.0,1.0,46.92100000000001,24.3272,23.9873,44.8338,83.2448,95.8,incorrect,T39,0,-21171.10528564453,5317.36005,10.094,0.0823,0.0,0.0361,0.0823,0.1903
105030,fold6,T39_1019_conv,0.0193645544350147,55/75,0.0,1.0,28.4589,14.2703,14.1088,23.3018,106.8061,95.8,incorrect,T39,0,1352.8981323242188,6183.7677,12.855,0.2447,0.0107,0.0024,0.0252,0.0971
105031,fold6,T39_101_conv,0.0112227331846952,14/75,0.0,1.0,41.7796,14.0526,14.1156,37.9518,120.3292,95.8,incorrect,T39,0,-4.7236328125,-34.868538,-0.209,0.0106,0.0094,0.2499,0.5189,0.1611
105032,fold6,T39_1020_conv,0.2176973074674606,54/75,0.0,1.0,37.0038,20.6292,20.0684,31.5642,143.4939,95.8,incorrect,T39,0,-362.2796630859375,8025.66502,15.318,0.0169,0.0,0.0311,0.039,0.0899
105033,fold6,T39_1021_conv,0.0146776940673589,68/75,0.0,1.0,58.4787,17.459,18.0697,55.0785,149.1681,95.8,incorrect,T39,0,-5398.939758300781,8088.52272,15.366,0.0069,0.0088,0.0,0.0084,0.3178
105034,fold6,T39_1022_conv,0.0830188244581222,74/75,0.0,1.0,34.3226,14.3173,14.3788,29.2037,126.794,96.1,incorrect,T39,0,-767.5182571411133,2588.8438,6.37,0.0039,0.0028,0.0026,0.2477,0.2894
105035,fold6,T39_1023_conv,0.0083597879856824,26/75,0.0,1.0,55.8269,23.6191,23.9771,51.6298,159.0384,95.8,incorrect,T39,0,0.1531856060028076,167.15131,0.463,0.3418,0.0071,0.1037,0.163,0.1236
105036,fold6,T39_1024_conv,0.0193056836724281,53/75,0.0,1.0,50.089,19.45,20.4345,49.7721,33.2172,95.8,incorrect,T39,0,-243.93767070770264,3932.008718,7.952000000000001,0.0042,0.0066,0.0651,0.0992,0.0761
105037,fold6,T39_1025_conv,0.0864026546478271,5/75,0.0,1.0,54.5877,22.0454,22.4539,50.6016,158.7123,97.8,incorrect,T39,0,2.7046055793762207,-62.82827,-0.696,0.0139999999999999,0.0011,0.0077,0.0128,0.5892
